index,order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy
3106,391,2,1,6.0,1,48,265,6,1,3,0,1,0
3107,391,2,1,6.0,1,48,370,4,3,3,0,0,0
3108,391,2,1,6.0,1,48,418,0,2,1,1,0,0
3109,391,2,1,6.0,1,48,454,0,2,1,1,0,0
3110,391,2,1,6.0,1,48,609,1,1,1,1,0,0
3111,391,2,1,6.0,1,48,673,1,3,3,0,0,0
3112,391,2,1,6.0,1,48,710,0,1,2,0,0,0
3113,391,2,1,6.0,1,48,836,1,3,3,1,0,0
3114,391,2,1,6.0,1,48,915,0,1,3,1,0,0
3115,392,4,39,7.0,1,645,139,41,3,3,1,0,1
3116,392,4,39,7.0,1,645,228,78,0,0,1,0,0
3117,392,4,39,7.0,1,645,374,87,0,0,1,0,0
3118,392,4,39,7.0,1,645,681,104,2,1,1,0,0
3119,392,4,39,7.0,1,645,769,40,1,3,1,0,0
3120,392,4,39,7.0,1,645,856,39,1,3,1,0,0
3121,393,2,2,7.0,1,176,131,2,1,3,1,1,0
3122,393,2,2,7.0,1,176,258,1,1,3,0,0,1
3123,393,2,2,7.0,1,176,265,7,1,3,0,1,0
3124,393,2,2,7.0,1,176,370,4,3,3,0,0,0
3125,393,2,2,7.0,1,176,418,0,2,1,1,0,0
3126,393,2,2,7.0,1,176,454,1,2,1,1,0,0
3127,393,2,2,7.0,1,176,609,1,1,1,1,0,0
3128,393,2,2,7.0,1,176,673,1,3,3,0,0,0
3129,393,2,2,7.0,1,176,710,0,1,2,0,0,0
3130,393,2,2,7.0,1,176,836,1,3,3,1,0,0
3131,393,2,2,7.0,1,176,915,0,1,3,1,0,0
3132,394,1,2,11.0,0,147,122,2,1,3,0,1,1
3133,394,1,2,11.0,0,147,124,2,1,3,0,0,0
3134,394,1,2,11.0,0,147,319,3,1,2,1,0,0
3135,394,1,2,11.0,0,147,350,2,1,2,1,1,0
3136,394,1,2,11.0,0,147,385,2,1,3,0,0,0
3137,394,1,2,11.0,0,147,514,2,1,3,0,0,0
3138,394,1,2,11.0,0,147,519,1,3,3,0,0,0
3139,394,1,2,11.0,0,147,624,1,1,1,0,1,0
3140,394,1,2,11.0,0,147,655,2,1,3,0,0,1
3141,394,1,2,11.0,0,147,894,2,1,2,1,0,2
3142,395,1,17,6.0,1,523,367,9,3,3,0,0,0
3143,395,1,17,6.0,1,523,720,26,1,2,0,0,2
3144,395,1,17,6.0,1,523,831,8,0,0,1,0,0
3145,395,1,17,6.0,1,523,855,20,3,3,0,0,0
3146,396,2,15,7.0,1,549,75,10,2,1,0,0,0
3147,396,2,15,7.0,1,549,120,14,3,2,1,0,0
3148,396,2,15,7.0,1,549,164,14,3,2,1,0,0
3149,396,2,15,7.0,1,549,233,14,1,1,0,0,0
3150,396,2,15,7.0,1,549,252,12,1,3,1,1,0
3151,396,2,15,7.0,1,549,284,15,3,2,1,0,1
3152,396,2,15,7.0,1,549,297,20,1,2,1,1,0
3153,396,2,15,7.0,1,549,351,6,0,0,0,0,0
3154,396,2,15,7.0,1,549,370,11,3,3,0,0,0
3155,396,2,15,7.0,1,549,737,38,1,2,0,0,0
3156,396,2,15,7.0,1,549,845,21,1,3,0,0,0
3157,396,2,15,7.0,1,549,915,6,1,3,1,0,0
3158,396,2,15,7.0,1,549,939,19,1,3,1,1,0
3159,397,4,0,7.0,0,255,46,0,1,3,0,0,0
3160,397,4,0,7.0,0,255,321,0,1,3,0,0,0
3161,397,4,0,7.0,0,255,399,0,1,1,1,1,0
3162,397,4,0,7.0,0,255,423,0,1,3,0,0,0
3163,397,4,0,7.0,0,255,440,0,2,1,1,0,0
3164,397,4,0,7.0,0,255,489,0,1,3,0,1,0
3165,397,4,0,7.0,0,255,702,0,1,1,0,1,0
3166,397,4,0,7.0,0,255,787,0,2,1,0,0,0
3167,397,4,0,7.0,0,255,987,0,1,3,1,0,0
3168,398,3,0,4.0,0,353,0,0,3,3,1,0,1
3169,398,3,0,4.0,0,353,17,0,1,3,0,0,0
3170,398,3,0,4.0,0,353,56,0,3,3,1,1,0
3171,398,3,0,4.0,0,353,71,0,1,3,1,1,1
3172,398,3,0,4.0,0,353,162,0,1,3,1,1,0
3173,398,3,0,4.0,0,353,323,0,1,2,1,1,0
3174,398,3,0,4.0,0,353,415,0,2,1,1,0,0
3175,398,3,0,4.0,0,353,421,0,2,1,0,0,0
3176,398,3,0,4.0,0,353,526,0,1,3,0,0,0
3177,398,3,0,4.0,0,353,540,0,1,3,1,1,0
3178,398,3,0,4.0,0,353,582,0,3,3,0,1,0
3179,398,3,0,4.0,0,353,827,0,3,3,1,0,0
3180,399,1,39,11.0,1,533,43,105,0,0,1,0,0
3181,399,1,39,11.0,1,533,194,42,0,0,0,0,0
3182,399,1,39,11.0,1,533,249,106,0,0,0,0,0
3183,399,1,39,11.0,1,533,744,104,2,1,0,0,0
3184,399,1,39,11.0,1,533,830,82,0,0,0,0,0
3185,399,1,39,11.0,1,533,951,85,0,0,1,0,0
3186,399,1,39,11.0,1,533,952,40,0,0,0,0,0
3187,399,1,39,11.0,1,533,981,43,3,3,0,0,0
3188,399,1,39,11.0,1,533,995,141,1,1,0,0,0
3189,400,2,19,1.0,1,679,75,14,2,1,0,0,0
3190,400,2,19,1.0,1,679,120,18,3,2,1,0,0
3191,400,2,19,1.0,1,679,164,20,3,2,1,0,0
3192,400,2,19,1.0,1,679,233,19,1,1,0,0,0
3193,400,2,19,1.0,1,679,252,26,1,3,1,1,0
3194,400,2,19,1.0,1,679,284,19,3,2,1,0,1
3195,400,2,19,1.0,1,679,297,35,1,2,1,1,0
3196,400,2,19,1.0,1,679,351,9,0,0,0,0,0
3197,400,2,19,1.0,1,679,370,13,3,3,0,0,0
3198,400,2,19,1.0,1,679,737,46,1,2,0,0,0
3199,400,2,19,1.0,1,679,845,38,1,3,0,0,0
3200,400,2,19,1.0,1,679,915,11,1,3,1,0,0
3201,400,2,19,1.0,1,679,939,31,1,3,1,1,0
3202,401,4,39,11.0,1,519,139,41,3,3,1,0,1
3203,401,4,39,11.0,1,519,228,78,0,0,1,0,0
3204,401,4,39,11.0,1,519,374,87,0,0,1,0,0
3205,401,4,39,11.0,1,519,681,104,2,1,1,0,0
3206,401,4,39,11.0,1,519,769,40,1,3,1,0,0
3207,401,4,39,11.0,1,519,856,39,1,3,1,0,0
3208,402,8,0,1.0,0,325,395,0,1,3,0,0,0
3209,402,8,0,1.0,0,325,488,0,1,3,1,1,1
3210,402,8,0,1.0,0,325,811,0,2,1,1,0,0
3211,403,8,40,7.0,0,590,197,109,2,1,1,0,0
3212,403,8,40,7.0,0,590,288,105,1,2,1,0,0
3213,403,8,40,7.0,0,590,420,88,0,0,1,0,0
3214,403,8,40,7.0,0,590,432,141,1,3,0,0,0
3215,403,8,40,7.0,0,590,479,150,1,2,1,0,0
3216,403,8,40,7.0,0,590,648,87,0,0,1,0,0
3217,403,8,40,7.0,0,590,957,86,0,0,0,0,0
3218,404,7,2,10.0,0,343,26,1,1,2,1,0,0
3219,404,7,2,10.0,0,343,263,1,2,1,1,0,0
3220,404,7,2,10.0,0,343,456,0,3,2,1,0,0
3221,404,7,2,10.0,0,343,699,0,2,1,1,0,0
3222,405,0,3,7.0,0,191,30,0,1,2,1,0,0
3223,405,0,3,7.0,0,191,77,3,1,3,0,1,0
3224,405,0,3,7.0,0,191,88,0,2,1,0,0,0
3225,405,0,3,7.0,0,191,166,2,2,1,0,0,0
3226,405,0,3,7.0,0,191,169,3,1,3,0,0,0
3227,405,0,3,7.0,0,191,212,2,3,3,0,1,0
3228,405,0,3,7.0,0,191,253,3,1,3,0,1,2
3229,405,0,3,7.0,0,191,346,2,1,1,1,0,0
3230,405,0,3,7.0,0,191,430,4,3,3,0,0,0
3231,405,0,3,7.0,0,191,465,3,1,3,1,1,0
3232,405,0,3,7.0,0,191,529,2,1,3,1,0,1
3233,405,0,3,7.0,0,191,625,2,3,3,1,0,0
3234,405,0,3,7.0,0,191,685,2,1,3,0,0,1
3235,405,0,3,7.0,0,191,918,3,1,3,1,1,0
3236,406,3,3,7.0,0,233,0,4,3,3,1,0,1
3237,406,3,3,7.0,0,233,17,1,1,3,0,0,0
3238,406,3,3,7.0,0,233,56,2,3,3,1,1,0
3239,406,3,3,7.0,0,233,71,3,1,3,1,1,1
3240,406,3,3,7.0,0,233,162,5,1,3,1,1,0
3241,406,3,3,7.0,0,233,323,4,1,2,1,1,0
3242,406,3,3,7.0,0,233,415,1,2,1,1,0,0
3243,406,3,3,7.0,0,233,421,1,2,1,0,0,0
3244,406,3,3,7.0,0,233,526,3,1,3,0,0,0
3245,406,3,3,7.0,0,233,540,5,1,3,1,1,0
3246,406,3,3,7.0,0,233,582,2,3,3,0,1,0
3247,406,3,3,7.0,0,233,827,0,3,3,1,0,0
3248,407,6,39,5.0,1,673,106,104,1,1,1,0,0
3249,407,6,39,5.0,1,673,134,42,3,3,1,0,0
3250,407,6,39,5.0,1,673,209,102,0,0,1,0,0
3251,408,3,20,7.0,1,610,71,38,1,3,1,1,1
3252,408,3,20,7.0,1,610,162,56,1,3,1,1,0
3253,408,3,20,7.0,1,610,222,43,1,3,1,0,0
3254,408,3,20,7.0,1,610,359,19,1,2,0,0,0
3255,408,3,20,7.0,1,610,449,29,3,3,1,0,0
3256,408,3,20,7.0,1,610,579,13,1,3,0,0,0
3257,408,3,20,7.0,1,610,731,20,2,1,1,0,0
3258,408,3,20,7.0,1,610,827,7,3,3,1,0,0
3259,408,3,20,7.0,1,610,837,50,1,3,1,1,0
3260,408,3,20,7.0,1,610,853,21,1,1,1,0,0
3261,408,3,20,7.0,1,610,866,43,1,3,1,1,0
3262,409,7,6,6.0,1,100,26,4,1,2,1,0,0
3263,409,7,6,6.0,1,100,263,2,2,1,1,0,0
3264,409,7,6,6.0,1,100,456,4,3,2,1,0,0
3265,409,7,6,6.0,1,100,699,0,2,1,1,0,0
3266,410,2,6,6.0,1,184,131,8,1,3,1,1,0
3267,410,2,6,6.0,1,184,258,7,1,3,0,0,1
3268,410,2,6,6.0,1,184,265,11,1,3,0,1,0
3269,410,2,6,6.0,1,184,370,6,3,3,0,0,0
3270,410,2,6,6.0,1,184,418,0,2,1,1,0,0
3271,410,2,6,6.0,1,184,454,2,2,1,1,0,0
3272,410,2,6,6.0,1,184,609,4,1,1,1,0,0
3273,410,2,6,6.0,1,184,673,7,3,3,0,0,0
3274,410,2,6,6.0,1,184,710,0,1,2,0,0,0
3275,410,2,6,6.0,1,184,836,5,3,3,1,0,0
3276,410,2,6,6.0,1,184,915,0,1,3,1,0,0
3277,411,4,37,3.0,0,769,139,37,3,3,1,0,1
3278,411,4,37,3.0,0,769,228,68,0,0,1,0,0
3279,411,4,37,3.0,0,769,374,79,0,0,1,0,0
3280,411,4,37,3.0,0,769,681,88,2,1,1,0,0
3281,411,4,37,3.0,0,769,769,35,1,3,1,0,0
3282,411,4,37,3.0,0,769,856,33,1,3,1,0,0
3283,411,4,37,3.0,0,769,987,38,1,3,1,0,0
3284,412,2,34,6.0,0,430,7,31,0,0,0,0,0
3285,412,2,34,6.0,0,430,108,32,0,0,0,0,0
3286,412,2,34,6.0,0,430,164,68,3,2,1,0,0
3287,412,2,34,6.0,0,430,310,79,0,0,0,0,0
3288,412,2,34,6.0,0,430,370,32,3,3,0,0,0
3289,412,2,34,6.0,0,430,439,57,2,1,1,0,0
3290,412,2,34,6.0,0,430,483,29,0,0,0,0,0
3291,412,2,34,6.0,0,430,800,33,0,0,0,0,0
3292,412,2,34,6.0,0,430,915,34,1,3,1,0,0
3293,412,2,34,6.0,0,430,966,31,0,0,0,0,0
3294,413,0,6,6.0,1,72,30,1,1,2,1,0,0
3295,413,0,6,6.0,1,72,77,6,1,3,0,1,0
3296,413,0,6,6.0,1,72,88,0,2,1,0,0,0
3297,413,0,6,6.0,1,72,166,5,2,1,0,0,0
3298,413,0,6,6.0,1,72,169,5,1,3,0,0,0
3299,413,0,6,6.0,1,72,212,4,3,3,0,1,0
3300,413,0,6,6.0,1,72,253,9,1,3,0,1,2
3301,413,0,6,6.0,1,72,346,4,1,1,1,0,0
3302,413,0,6,6.0,1,72,430,9,3,3,0,0,0
3303,413,0,6,6.0,1,72,465,6,1,3,1,1,0
3304,413,0,6,6.0,1,72,529,5,1,3,1,0,1
3305,413,0,6,6.0,1,72,625,6,3,3,1,0,0
3306,413,0,6,6.0,1,72,685,5,1,3,0,0,1
3307,413,0,6,6.0,1,72,918,7,1,3,1,1,0
3308,414,8,1,5.0,1,202,395,0,1,3,0,0,0
3309,414,8,1,5.0,1,202,488,1,1,3,1,1,1
3310,414,8,1,5.0,1,202,811,0,2,1,1,0,0
3311,415,0,16,6.0,0,438,22,13,3,2,1,0,0
3312,415,0,16,6.0,0,438,30,15,1,2,1,0,0
3313,415,0,16,6.0,0,438,140,8,2,1,0,0,0
3314,415,0,16,6.0,0,438,169,11,1,3,0,0,0
3315,415,0,16,6.0,0,438,410,13,1,2,0,0,0
3316,415,0,16,6.0,0,438,441,22,3,3,0,0,0
3317,415,0,16,6.0,0,438,455,16,3,2,0,0,0
3318,415,0,16,6.0,0,438,529,29,1,3,1,0,1
3319,415,0,16,6.0,0,438,591,29,1,3,0,0,0
3320,415,0,16,6.0,0,438,658,15,1,2,1,0,0
3321,415,0,16,6.0,0,438,715,15,3,2,0,0,0
3322,416,0,4,7.0,1,194,30,0,1,2,1,0,0
3323,416,0,4,7.0,1,194,77,4,1,3,0,1,0
3324,416,0,4,7.0,1,194,88,0,2,1,0,0,0
3325,416,0,4,7.0,1,194,166,3,2,1,0,0,0
3326,416,0,4,7.0,1,194,169,4,1,3,0,0,0
3327,416,0,4,7.0,1,194,212,3,3,3,0,1,0
3328,416,0,4,7.0,1,194,253,5,1,3,0,1,2
3329,416,0,4,7.0,1,194,346,3,1,1,1,0,0
3330,416,0,4,7.0,1,194,430,6,3,3,0,0,0
3331,416,0,4,7.0,1,194,465,4,1,3,1,1,0
3332,416,0,4,7.0,1,194,529,3,1,3,1,0,1
3333,416,0,4,7.0,1,194,625,3,3,3,1,0,0
3334,416,0,4,7.0,1,194,685,3,1,3,0,0,1
3335,416,0,4,7.0,1,194,918,4,1,3,1,1,0
3336,417,0,5,6.0,0,69,30,0,1,2,1,0,0
3337,417,0,5,6.0,0,69,77,5,1,3,0,1,0
3338,417,0,5,6.0,0,69,88,0,2,1,0,0,0
3339,417,0,5,6.0,0,69,166,4,2,1,0,0,0
3340,417,0,5,6.0,0,69,169,4,1,3,0,0,0
3341,417,0,5,6.0,0,69,212,4,3,3,0,1,0
3342,417,0,5,6.0,0,69,253,7,1,3,0,1,2
3343,417,0,5,6.0,0,69,346,4,1,1,1,0,0
3344,417,0,5,6.0,0,69,430,7,3,3,0,0,0
3345,417,0,5,6.0,0,69,465,5,1,3,1,1,0
3346,417,0,5,6.0,0,69,529,4,1,3,1,0,1
3347,417,0,5,6.0,0,69,625,4,3,3,1,0,0
3348,417,0,5,6.0,0,69,685,4,1,3,0,0,1
3349,417,0,5,6.0,0,69,918,5,1,3,1,1,0
3350,418,7,16,11.0,0,466,372,12,1,2,0,0,0
3351,418,7,16,11.0,0,466,426,9,2,1,0,0,0
3352,418,7,16,11.0,0,466,494,19,1,3,0,0,0
3353,418,7,16,11.0,0,466,652,14,2,1,1,0,0
3354,418,7,16,11.0,0,466,672,14,1,3,1,0,0
3355,418,7,16,11.0,0,466,703,16,3,2,1,0,0
3356,418,7,16,11.0,0,466,890,0,3,3,1,0,0
3357,418,7,16,11.0,0,466,943,24,1,1,0,0,0
3358,419,1,4,8.0,1,404,122,6,1,3,0,1,1
3359,419,1,4,8.0,1,404,124,5,1,3,0,0,0
3360,419,1,4,8.0,1,404,319,7,1,2,1,0,0
3361,419,1,4,8.0,1,404,350,5,1,2,1,1,0
3362,419,1,4,8.0,1,404,385,4,1,3,0,0,0
3363,419,1,4,8.0,1,404,514,4,1,3,0,0,0
3364,419,1,4,8.0,1,404,519,3,3,3,0,0,0
3365,419,1,4,8.0,1,404,624,3,1,1,0,1,0
3366,419,1,4,8.0,1,404,655,4,1,3,0,0,1
3367,419,1,4,8.0,1,404,894,4,1,2,1,0,2
3368,420,6,1,7.0,1,160,160,0,0,0,1,0,0
3369,420,6,1,7.0,1,160,389,0,1,2,0,0,0
3370,420,6,1,7.0,1,160,491,1,1,3,0,0,0
3371,420,6,1,7.0,1,160,754,1,1,3,1,0,0
3372,421,8,36,7.0,0,586,197,82,2,1,1,0,0
3373,421,8,36,7.0,0,586,288,82,1,2,1,0,0
3374,421,8,36,7.0,0,586,395,34,1,3,0,0,0
3375,421,8,36,7.0,0,586,420,67,0,0,1,0,0
3376,421,8,36,7.0,0,586,432,104,1,3,0,0,0
3377,421,8,36,7.0,0,586,479,113,1,2,1,0,0
3378,421,8,36,7.0,0,586,488,177,1,3,1,1,1
3379,421,8,36,7.0,0,586,648,69,0,0,1,0,0
3380,421,8,36,7.0,0,586,811,92,2,1,1,0,0
3381,421,8,36,7.0,0,586,957,68,0,0,0,0,0
3382,422,1,0,7.0,1,270,122,0,1,3,0,1,1
3383,422,1,0,7.0,1,270,124,0,1,3,0,0,0
3384,422,1,0,7.0,1,270,319,0,1,2,1,0,0
3385,422,1,0,7.0,1,270,350,0,1,2,1,1,0
3386,422,1,0,7.0,1,270,385,0,1,3,0,0,0
3387,422,1,0,7.0,1,270,514,0,1,3,0,0,0
3388,422,1,0,7.0,1,270,519,0,3,3,0,0,0
3389,422,1,0,7.0,1,270,624,0,1,1,0,1,0
3390,422,1,0,7.0,1,270,655,0,1,3,0,0,1
3391,422,1,0,7.0,1,270,894,0,1,2,1,0,2
3392,423,8,6,7.0,0,211,395,0,1,3,0,0,0
3393,423,8,6,7.0,0,211,488,6,1,3,1,1,1
3394,423,8,6,7.0,0,211,811,0,2,1,1,0,0
3395,424,8,16,6.0,1,452,161,30,2,1,1,0,0
3396,424,8,16,6.0,1,452,187,20,1,2,1,1,0
3397,424,8,16,6.0,1,452,279,6,0,0,1,0,0
3398,424,8,16,6.0,1,452,395,5,1,3,0,0,0
3399,424,8,16,6.0,1,452,488,18,1,3,1,1,1
3400,424,8,16,6.0,1,452,811,28,2,1,1,0,0
3401,424,8,16,6.0,1,452,935,5,3,3,0,0,0
3402,424,8,16,6.0,1,452,954,16,1,1,1,0,0
3403,424,8,16,6.0,1,452,974,16,1,1,1,0,0
3404,425,8,5,6.0,1,84,395,0,1,3,0,0,0
3405,425,8,5,6.0,1,84,488,5,1,3,1,1,1
3406,425,8,5,6.0,1,84,811,0,2,1,1,0,0
3407,426,5,1,7.0,0,243,459,1,3,2,0,0,0
3408,426,5,1,7.0,0,243,470,1,0,0,0,0,0
3409,426,5,1,7.0,0,243,653,1,1,1,1,0,0
3410,426,5,1,7.0,0,243,799,0,3,3,1,0,0
3411,427,6,5,6.0,1,42,160,2,0,0,1,0,0
3412,427,6,5,6.0,1,42,389,0,1,2,0,0,0
3413,427,6,5,6.0,1,42,491,4,1,3,0,0,0
3414,427,6,5,6.0,1,42,754,6,1,3,1,0,0
3415,428,1,6,10.0,1,408,122,10,1,3,0,1,1
3416,428,1,6,10.0,1,408,124,9,1,3,0,0,0
3417,428,1,6,10.0,1,408,319,11,1,2,1,0,0
3418,428,1,6,10.0,1,408,350,9,1,2,1,1,0
3419,428,1,6,10.0,1,408,385,6,1,3,0,0,0
3420,428,1,6,10.0,1,408,514,7,1,3,0,0,0
3421,428,1,6,10.0,1,408,519,4,3,3,0,0,0
3422,428,1,6,10.0,1,408,624,4,1,1,0,1,0
3423,428,1,6,10.0,1,408,655,6,1,3,0,0,1
3424,428,1,6,10.0,1,408,894,7,1,2,1,0,2
3425,429,4,19,7.0,1,637,73,26,3,3,0,0,1
3426,429,4,19,7.0,1,637,114,19,2,1,1,0,0
3427,429,4,19,7.0,1,637,191,18,3,2,1,0,0
3428,429,4,19,7.0,1,637,281,12,2,1,1,0,0
3429,429,4,19,7.0,1,637,286,14,1,2,0,0,0
3430,429,4,19,7.0,1,637,677,32,1,2,0,0,0
3431,429,4,19,7.0,1,637,843,37,1,3,0,0,0
3432,429,4,19,7.0,1,637,987,12,1,3,1,0,0
3433,430,8,20,1.0,1,708,161,44,2,1,1,0,0
3434,430,8,20,1.0,1,708,187,29,1,2,1,1,0
3435,430,8,20,1.0,1,708,279,10,0,0,1,0,0
3436,430,8,20,1.0,1,708,395,9,1,3,0,0,0
3437,430,8,20,1.0,1,708,488,36,1,3,1,1,1
3438,430,8,20,1.0,1,708,811,41,2,1,1,0,0
3439,430,8,20,1.0,1,708,935,8,3,3,0,0,0
3440,430,8,20,1.0,1,708,954,25,1,1,1,0,0
3441,430,8,20,1.0,1,708,974,22,1,1,1,0,0
3442,431,6,17,6.0,1,411,81,18,2,1,0,0,0
3443,431,6,17,6.0,1,411,282,16,3,2,0,0,0
3444,432,6,34,7.0,0,542,106,74,1,1,1,0,0
3445,432,6,34,7.0,0,542,134,29,3,3,1,0,0
3446,432,6,34,7.0,0,542,209,72,0,0,1,0,0
3447,433,4,1,1.0,1,384,46,1,1,3,0,0,0
3448,433,4,1,1.0,1,384,321,1,1,3,0,0,0
3449,433,4,1,1.0,1,384,399,1,1,1,1,1,0
3450,433,4,1,1.0,1,384,423,1,1,3,0,0,0
3451,433,4,1,1.0,1,384,440,0,2,1,1,0,0
3452,433,4,1,1.0,1,384,489,1,1,3,0,1,0
3453,433,4,1,1.0,1,384,702,1,1,1,0,1,0
3454,433,4,1,1.0,1,384,787,0,2,1,0,0,0
3455,433,4,1,1.0,1,384,987,0,1,3,1,0,0
3456,434,4,4,2.0,0,389,46,4,1,3,0,0,0
3457,434,4,4,2.0,0,389,321,4,1,3,0,0,0
3458,434,4,4,2.0,0,389,399,4,1,1,1,1,0
3459,434,4,4,2.0,0,389,423,4,1,3,0,0,0
3460,434,4,4,2.0,0,389,440,2,2,1,1,0,0
3461,434,4,4,2.0,0,389,489,4,1,3,0,1,0
3462,434,4,4,2.0,0,389,702,5,1,1,0,1,0
3463,434,4,4,2.0,0,389,787,2,2,1,0,0,0
3464,434,4,4,2.0,0,389,987,0,1,3,1,0,0
3465,435,8,35,3.0,0,711,197,76,2,1,1,0,0
3466,435,8,35,3.0,0,711,288,78,1,2,1,0,0
3467,435,8,35,3.0,0,711,395,31,1,3,0,0,0
3468,435,8,35,3.0,0,711,420,63,0,0,1,0,0
3469,435,8,35,3.0,0,711,432,97,1,3,0,0,0
3470,435,8,35,3.0,0,711,479,106,1,2,1,0,0
3471,435,8,35,3.0,0,711,488,165,1,3,1,1,1
3472,435,8,35,3.0,0,711,648,64,0,0,1,0,0
3473,435,8,35,3.0,0,711,811,88,2,1,1,0,0
3474,435,8,35,3.0,0,711,957,63,0,0,0,0,0
3475,436,2,15,8.0,1,675,75,10,2,1,0,0,0
3476,436,2,15,8.0,1,675,120,14,3,2,1,0,0
3477,436,2,15,8.0,1,675,164,14,3,2,1,0,0
3478,436,2,15,8.0,1,675,233,14,1,1,0,0,0
3479,436,2,15,8.0,1,675,252,12,1,3,1,1,0
3480,436,2,15,8.0,1,675,284,15,3,2,1,0,1
3481,436,2,15,8.0,1,675,297,20,1,2,1,1,0
3482,436,2,15,8.0,1,675,351,6,0,0,0,0,0
3483,436,2,15,8.0,1,675,370,11,3,3,0,0,0
3484,436,2,15,8.0,1,675,737,38,1,2,0,0,0
3485,436,2,15,8.0,1,675,845,21,1,3,0,0,0
3486,436,2,15,8.0,1,675,915,6,1,3,1,0,0
3487,436,2,15,8.0,1,675,939,19,1,3,1,1,0
3488,437,0,6,7.0,0,197,30,1,1,2,1,0,0
3489,437,0,6,7.0,0,197,77,6,1,3,0,1,0
3490,437,0,6,7.0,0,197,88,0,2,1,0,0,0
3491,437,0,6,7.0,0,197,166,5,2,1,0,0,0
3492,437,0,6,7.0,0,197,169,5,1,3,0,0,0
3493,437,0,6,7.0,0,197,212,4,3,3,0,1,0
3494,437,0,6,7.0,0,197,253,9,1,3,0,1,2
3495,437,0,6,7.0,0,197,346,4,1,1,1,0,0
3496,437,0,6,7.0,0,197,430,9,3,3,0,0,0
3497,437,0,6,7.0,0,197,465,6,1,3,1,1,0
3498,437,0,6,7.0,0,197,529,5,1,3,1,0,1
3499,437,0,6,7.0,0,197,625,6,3,3,1,0,0
3500,437,0,6,7.0,0,197,685,5,1,3,0,0,1
3501,437,0,6,7.0,0,197,918,7,1,3,1,1,0
3502,438,6,16,4.0,1,662,81,16,2,1,0,0,0
3503,438,6,16,4.0,1,662,282,16,3,2,0,0,0
3504,439,4,35,9.0,0,767,139,32,3,3,1,0,1
3505,439,4,35,9.0,0,767,228,58,0,0,1,0,0
3506,439,4,35,9.0,0,767,374,70,0,0,1,0,0
3507,439,4,35,9.0,0,767,681,74,2,1,1,0,0
3508,439,4,35,9.0,0,767,769,32,1,3,1,0,0
3509,439,4,35,9.0,0,767,856,28,1,3,1,0,0
3510,439,4,35,9.0,0,767,987,35,1,3,1,0,0
3511,440,0,4,6.0,0,67,30,0,1,2,1,0,0
3512,440,0,4,6.0,0,67,77,4,1,3,0,1,0
3513,440,0,4,6.0,0,67,88,0,2,1,0,0,0
3514,440,0,4,6.0,0,67,166,3,2,1,0,0,0
3515,440,0,4,6.0,0,67,169,4,1,3,0,0,0
3516,440,0,4,6.0,0,67,212,3,3,3,0,1,0
3517,440,0,4,6.0,0,67,253,5,1,3,0,1,2
3518,440,0,4,6.0,0,67,346,3,1,1,1,0,0
3519,440,0,4,6.0,0,67,430,6,3,3,0,0,0
3520,440,0,4,6.0,0,67,465,4,1,3,1,1,0
3521,440,0,4,6.0,0,67,529,3,1,3,1,0,1
3522,440,0,4,6.0,0,67,625,3,3,3,1,0,0
3523,440,0,4,6.0,0,67,685,3,1,3,0,0,1
3524,440,0,4,6.0,0,67,918,4,1,3,1,1,0
3525,441,6,2,10.0,0,287,160,1,0,0,1,0,0
3526,441,6,2,10.0,0,287,389,0,1,2,0,0,0
3527,441,6,2,10.0,0,287,491,1,1,3,0,0,0
3528,441,6,2,10.0,0,287,754,2,1,3,1,0,0
3529,442,6,1,4.0,0,285,160,0,0,0,1,0,0
3530,442,6,1,4.0,0,285,389,0,1,2,0,0,0
3531,442,6,1,4.0,0,285,491,1,1,3,0,0,0
3532,442,6,1,4.0,0,285,754,1,1,3,1,0,0
3533,443,4,0,9.0,1,382,46,0,1,3,0,0,0
3534,443,4,0,9.0,1,382,321,0,1,3,0,0,0
3535,443,4,0,9.0,1,382,399,0,1,1,1,1,0
3536,443,4,0,9.0,1,382,423,0,1,3,0,0,0
3537,443,4,0,9.0,1,382,440,0,2,1,1,0,0
3538,443,4,0,9.0,1,382,489,0,1,3,0,1,0
3539,443,4,0,9.0,1,382,702,0,1,1,0,1,0
3540,443,4,0,9.0,1,382,787,0,2,1,0,0,0
3541,443,4,0,9.0,1,382,987,0,1,3,1,0,0
3542,444,5,0,6.0,0,115,459,0,3,2,0,0,0
3543,444,5,0,6.0,0,115,470,0,0,0,0,0,0
3544,444,5,0,6.0,0,115,653,0,1,1,1,0,0
3545,444,5,0,6.0,0,115,799,0,3,3,1,0,0
3546,445,7,6,6.0,0,99,26,4,1,2,1,0,0
3547,445,7,6,6.0,0,99,263,2,2,1,1,0,0
3548,445,7,6,6.0,0,99,456,4,3,2,1,0,0
3549,445,7,6,6.0,0,99,699,0,2,1,1,0,0
3550,446,8,3,6.0,1,206,395,0,1,3,0,0,0
3551,446,8,3,6.0,1,206,488,3,1,3,1,1,1
3552,446,8,3,6.0,1,206,811,0,2,1,1,0,0
3553,447,8,17,4.0,1,705,161,32,2,1,1,0,0
3554,447,8,17,4.0,1,705,187,22,1,2,1,1,0
3555,447,8,17,4.0,1,705,279,7,0,0,1,0,0
